pick_name,slug,format,date,value
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-23,2985
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-24,2991
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-25,2988
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-26,2988
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-27,2989
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-28,2986
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-29,2986
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-06-30,2989
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-01,2992
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-02,2984
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-03,2978
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-04,2970
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-05,2964
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-06,2967
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-07,2973
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-08,2979
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-09,2968
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-10,2965
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-11,2965
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-12,2954
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-13,2934
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-14,2948
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-15,2980
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-16,2983
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-17,2989
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-18,2995
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-19,3015
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-20,3022
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-21,3041
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-22,3065
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-23,3056
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-24,3038
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-25,3041
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-26,3033
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-27,3018
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-28,3004
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-29,2976
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-30,3008
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-07-31,3014
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-01,3026
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-02,3048
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-03,3068
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-04,3073
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-05,3047
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-06,3068
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-07,3076
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-08,3075
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-09,3072
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-10,3063
2026 Mid 2nd,2026-mid-2nd-1531,SF,2026-08-11,3091
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-08,1209
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-09,1205
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-10,1230
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-11,1226
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-12,1207
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-13,1208
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-14,1243
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-15,1283
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-16,1269
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-17,1279
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-18,1275
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-19,1296
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-20,1296
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-21,1322
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-22,1342
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-23,1367
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-24,1357
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-25,1382
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-26,1422
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-27,1423
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-28,1404
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-29,1412
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-09-30,1403
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-01,1399
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-02,1415
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-03,1425
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-04,1455
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-05,1450
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-06,1456
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-07,1416
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-08,1422
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-09,1411
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-10,1411
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-11,1411
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-12,1421
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-13,1451
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-14,1466
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-15,1462
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-16,1472
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-17,1532
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-18,1512
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-19,1542
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-20,1538
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-21,1544
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-22,1556
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-23,1571
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-24,1557
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-25,1575
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-26,1576
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-27,1587
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-28,1598
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-29,1619
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-30,1610
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-10-31,1618
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-01,1623
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-02,1652
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-03,1657
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-04,1657
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-05,1681
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-06,1696
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-07,1672
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-08,1686
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-09,1721
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-10,1731
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-11,1720
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-12,1731
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-13,1736
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-14,1756
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-15,1775
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-16,1770
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-17,1774
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-18,1764
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-19,1745
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-20,1729
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-21,1710
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-22,1739
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-23,1735
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-24,1745
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-25,1730
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-26,1720
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-27,1735
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-28,1766
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-29,1776
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-11-30,1777
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-01,1792
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-02,1797
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-03,1812
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-04,1807
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-05,1807
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-06,1787
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-07,1777
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-08,1778
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-09,1778
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-10,1774
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-11,1779
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-12,1775
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-13,1770
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-14,1770
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-15,1751
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-16,1766
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-17,1766
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-18,1766
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-19,1772
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-20,1767
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-21,1764
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-22,1784
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-23,1789
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-24,1795
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-25,1771
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-26,1771
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-27,1776
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-28,1776
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-29,1776
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-30,1786
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2023-12-31,1796
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-01,1801
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-02,1782
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-03,1772
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-04,1778
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-05,1759
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-06,1768
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-07,1792
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-08,1791
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-09,1815
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-10,1820
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-11,1821
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-12,1821
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-13,1820
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-14,1810
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-15,1825
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-16,1851
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-17,1834
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-18,1828
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-19,1848
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-20,1828
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-21,1792
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-22,1812
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-23,1812
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-24,1819
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-25,1813
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-26,1808
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-27,1838
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-28,1824
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-29,1834
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-30,1829
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-01-31,1809
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-01,1800
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-02,1801
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-03,1791
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-04,1807
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-05,1782
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-06,1786
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-07,1795
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-08,1810
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-09,1814
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-10,1807
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-11,1791
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-12,1802
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-13,1807
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-14,1816
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-15,1807
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-16,1827
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-17,1842
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-18,1833
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-19,1837
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-20,1847
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-21,1839
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-22,1853
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-23,1853
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-24,1848
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-25,1843
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-26,1834
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-27,1834
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-28,1840
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-02-29,1840
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-01,1871
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-02,1877
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-03,1877
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-04,1872
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-05,1893
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-06,1894
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-07,1889
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-08,1895
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-09,1901
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-10,1907
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-11,1917
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-12,1902
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-13,1888
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-14,1908
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-15,1928
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-16,1929
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-17,1949
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-18,1948
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-19,1953
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-20,1963
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-21,2002
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-22,2002
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-23,2017
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-24,2013
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-25,1998
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-26,1974
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-27,1978
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-28,1987
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-29,1979
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-30,1990
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-03-31,1990
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-01,1981
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-02,1986
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-03,1980
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-04,1980
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-05,1946
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-06,1936
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-07,1947
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-08,1956
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-09,1996
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-10,1967
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-11,1992
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-12,1996
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-13,2001
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-14,2016
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-15,2021
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-16,2001
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-17,1986
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-18,1981
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-19,1986
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-20,1981
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-21,1981
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-22,1971
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-23,1981
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-24,2015
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-25,2020
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-26,2015
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-27,2046
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-28,2012
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-29,2033
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-04-30,2043
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-01,2054
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-02,2024
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-03,1978
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-04,1983
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-05,1979
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-06,1958
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-07,1933
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-08,1954
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-09,1998
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-10,1984
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-11,1982
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-12,2002
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-13,2022
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-14,1996
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-15,1994
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-16,1990
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-17,1975
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-18,1942
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-19,1913
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-20,1918
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-21,1904
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-22,1903
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-23,1904
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-24,1890
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-25,1886
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-26,1910
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-27,1885
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-28,1914
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-29,1915
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-30,1912
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-05-31,1912
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-01,1918
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-02,1918
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-03,1915
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-04,1922
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-05,1895
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-06,1897
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-07,1902
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-08,1922
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-09,1934
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-10,1929
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-11,1872
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-12,1887
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-13,1889
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-14,1896
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-15,1901
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-16,1891
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-17,1888
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-18,1900
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-19,1900
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-20,1897
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-21,1888
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-22,1909
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-23,1910
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-24,1925
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-25,1935
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-26,1931
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-27,1956
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-28,1966
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-29,1941
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-06-30,1926
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-01,1942
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-02,1947
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-03,1943
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-04,1942
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-05,1917
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-06,1903
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-07,1908
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-08,1904
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-09,1879
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-10,1888
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-11,1899
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-12,1893
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-13,1904
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-14,1874
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-15,1884
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-16,1860
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-17,1871
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-18,1845
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-19,1864
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-20,1879
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-21,1858
2026 Mid 3rd,2026-mid-3rd-1534,1QB,2024-07-22,1887
