year,round,tier,date,value
2026,3,Mid,2025-10-10,68
2026,4,Early,2025-10-10,30
2026,4,Late,2025-10-10,16
2026,4,Mid,2025-10-10,22
2025,1,Early,2025-10-17,6504
2025,1,Late,2025-10-17,1478
2025,1,Mid,2025-10-17,3076
2025,2,Early,2025-10-17,745
2025,2,Late,2025-10-17,218
2025,2,Mid,2025-10-17,394
2025,3,Early,2025-10-17,126
2025,3,Late,2025-10-17,49
2025,3,Mid,2025-10-17,77
2025,4,Early,2025-10-17,34
2025,4,Late,2025-10-17,18
2025,4,Mid,2025-10-17,24
2025,5,Early,2025-10-17,14
2025,5,Late,2025-10-17,8
2025,5,Mid,2025-10-17,10
2026,1,Early,2025-10-17,5430
2026,1,Late,2025-10-17,1232
2026,1,Mid,2025-10-17,2558
2026,2,Early,2025-10-17,622
2026,2,Late,2025-10-17,183
2026,2,Mid,2025-10-17,330
2026,3,Early,2025-10-17,106
2026,3,Late,2025-10-17,42
2026,3,Mid,2025-10-17,65
2026,4,Early,2025-10-17,29
2026,4,Late,2025-10-17,15
2026,4,Mid,2025-10-17,20
2025,1,Early,2025-10-24,6599
2025,1,Late,2025-10-24,1487
2025,1,Mid,2025-10-24,3116
2025,2,Early,2025-10-24,745
2025,2,Late,2025-10-24,215
2025,2,Mid,2025-10-24,391
2025,3,Early,2025-10-24,123
2025,3,Late,2025-10-24,48
2025,3,Mid,2025-10-24,74
2025,4,Early,2025-10-24,33
2025,4,Late,2025-10-24,17
2025,4,Mid,2025-10-24,23
2025,5,Early,2025-10-24,13
2025,5,Late,2025-10-24,8
2025,5,Mid,2025-10-24,10
2026,1,Early,2025-10-24,5511
2026,1,Late,2025-10-24,1239
2026,1,Mid,2025-10-24,2590
2026,2,Early,2025-10-24,622
2026,2,Late,2025-10-24,180
2026,2,Mid,2025-10-24,327
2026,3,Early,2025-10-24,104
2026,3,Late,2025-10-24,41
2026,3,Mid,2025-10-24,63
2026,4,Early,2025-10-24,28
2026,4,Late,2025-10-24,15
2026,4,Mid,2025-10-24,20
2025,1,Early,2025-10-31,6600
2025,1,Late,2025-10-31,1502
2025,1,Mid,2025-10-31,3133
2025,2,Early,2025-10-31,755
2025,2,Late,2025-10-31,218
2025,2,Mid,2025-10-31,397
2025,3,Early,2025-10-31,126
2025,3,Late,2025-10-31,49
2025,3,Mid,2025-10-31,76
2025,4,Early,2025-10-31,34
2025,4,Late,2025-10-31,18
2025,4,Mid,2025-10-31,24
2025,5,Early,2025-10-31,14
2025,5,Late,2025-10-31,8
2025,5,Mid,2025-10-31,10
2026,1,Early,2025-10-31,5514
2026,1,Late,2025-10-31,1252
2026,1,Mid,2025-10-31,2604
2026,2,Early,2025-10-31,631
2026,2,Late,2025-10-31,183
2026,2,Mid,2025-10-31,333
2026,3,Early,2025-10-31,106
2026,3,Late,2025-10-31,41
2026,3,Mid,2025-10-31,64
2026,4,Early,2025-10-31,28
2026,4,Late,2025-10-31,15
2026,4,Mid,2025-10-31,20
2025,1,Early,2025-11-07,6524
2025,1,Late,2025-11-07,1454
2025,1,Mid,2025-11-07,3062
2025,2,Early,2025-11-07,726
2025,2,Late,2025-11-07,208
2025,2,Mid,2025-11-07,380
2025,3,Early,2025-11-07,120
2025,3,Late,2025-11-07,47
2025,3,Mid,2025-11-07,72
2025,4,Early,2025-11-07,32
2025,4,Late,2025-11-07,17
2025,4,Mid,2025-11-07,23
2025,5,Early,2025-11-07,13
2025,5,Late,2025-11-07,8
2025,5,Mid,2025-11-07,10
2026,1,Early,2025-11-07,5768
2026,1,Late,2025-11-07,1283
2026,1,Mid,2025-11-07,2693
2026,2,Early,2025-11-07,642
2026,2,Late,2025-11-07,185
2026,2,Mid,2025-11-07,337
2026,3,Early,2025-11-07,107
2026,3,Late,2025-11-07,42
2026,3,Mid,2025-11-07,65
2026,4,Early,2025-11-07,29
2026,4,Late,2025-11-07,15
2026,4,Mid,2025-11-07,20
2025,1,Early,2025-11-14,6604
2025,1,Late,2025-11-14,1490
2025,1,Mid,2025-11-14,3116
2025,2,Early,2025-11-14,748
2025,2,Late,2025-11-14,218
2025,2,Mid,2025-11-14,394
2025,3,Early,2025-11-14,126
2025,3,Late,2025-11-14,49
2025,3,Mid,2025-11-14,76
2025,4,Early,2025-11-14,34
2025,4,Late,2025-11-14,18
2025,4,Mid,2025-11-14,24
2025,5,Early,2025-11-14,14
2025,5,Late,2025-11-14,8
2025,5,Mid,2025-11-14,10
2026,1,Early,2025-11-14,5839
2026,1,Late,2025-11-14,1315
2026,1,Mid,2025-11-14,2743
2026,2,Early,2025-11-14,662
2026,2,Late,2025-11-14,193
2026,2,Mid,2025-11-14,350
2026,3,Early,2025-11-14,112
2026,3,Late,2025-11-14,44
2026,3,Mid,2025-11-14,68
2026,4,Early,2025-11-14,30
2026,4,Late,2025-11-14,16
2026,4,Mid,2025-11-14,22
2025,1,Early,2025-11-21,6686
2025,1,Late,2025-11-21,1492
2025,1,Mid,2025-11-21,3139
2025,2,Early,2025-11-21,745
2025,2,Late,2025-11-21,214
2025,2,Mid,2025-11-21,390
2025,3,Early,2025-11-21,123
2025,3,Late,2025-11-21,47
2025,3,Mid,2025-11-21,74
2025,4,Early,2025-11-21,32
2025,4,Late,2025-11-21,16
2025,4,Mid,2025-11-21,22
2025,5,Early,2025-11-21,12
2025,5,Late,2025-11-21,8
2025,5,Mid,2025-11-21,10
2026,1,Early,2025-11-21,5911
2026,1,Late,2025-11-21,1316
2026,1,Mid,2025-11-21,2762
2026,2,Early,2025-11-21,659
2026,2,Late,2025-11-21,190
2026,2,Mid,2025-11-21,346
2026,3,Early,2025-11-21,110
2026,3,Late,2025-11-21,42
2026,3,Mid,2025-11-21,66
2026,4,Early,2025-11-21,28
2026,4,Late,2025-11-21,15
2026,4,Mid,2025-11-21,20
2025,1,Early,2025-11-28,6702
2025,1,Late,2025-11-28,1496
2025,1,Mid,2025-11-28,3150
2025,2,Early,2025-11-28,746
2025,2,Late,2025-11-28,214
2025,2,Mid,2025-11-28,390
2025,3,Early,2025-11-28,123
2025,3,Late,2025-11-28,48
2025,3,Mid,2025-11-28,74
2025,4,Early,2025-11-28,32
2025,4,Late,2025-11-28,17
2025,4,Mid,2025-11-28,23
2025,5,Early,2025-11-28,13
2025,5,Late,2025-11-28,8
2025,5,Mid,2025-11-28,10
2026,1,Early,2025-11-28,5926
2026,1,Late,2025-11-28,1320
2026,1,Mid,2025-11-28,2771
2026,2,Early,2025-11-28,660
2026,2,Late,2025-11-28,190
2026,2,Mid,2025-11-28,346
2026,3,Early,2025-11-28,110
2026,3,Late,2025-11-28,42
2026,3,Mid,2025-11-28,66
2026,4,Early,2025-11-28,29
2026,4,Late,2025-11-28,15
2026,4,Mid,2025-11-28,20
2025,1,Early,2025-12-05,6468
2025,1,Late,2025-12-05,1502
2025,1,Mid,2025-12-05,3095
2025,2,Early,2025-12-05,764
2025,2,Late,2025-12-05,226
2025,2,Mid,2025-12-05,406
2025,3,Early,2025-12-05,131
2025,3,Late,2025-12-05,52
2025,3,Mid,2025-12-05,80
2025,4,Early,2025-12-05,36
2025,4,Late,2025-12-05,19
2025,4,Mid,2025-12-05,26
2025,5,Early,2025-12-05,14
2025,5,Late,2025-12-05,8
2025,5,Mid,2025-12-05,11
2026,1,Early,2025-12-05,6038
2026,1,Late,2025-12-05,1400
2026,1,Mid,2025-12-05,2878
2026,2,Early,2025-12-05,713
2026,2,Late,2025-12-05,212
2026,2,Mid,2025-12-05,380
2026,3,Early,2025-12-05,123
2026,3,Late,2025-12-05,49
2026,3,Mid,2025-12-05,75
2026,4,Early,2025-12-05,33
2026,4,Late,2025-12-05,18
2026,4,Mid,2025-12-05,24
2025,1,Early,2025-12-12,6664
2025,1,Late,2025-12-12,1514
2025,1,Mid,2025-12-12,3160
2025,2,Early,2025-12-12,760
2025,2,Late,2025-12-12,219
2025,2,Mid,2025-12-12,400
2025,3,Early,2025-12-12,126
2025,3,Late,2025-12-12,48
2025,3,Mid,2025-12-12,75
2025,4,Early,2025-12-12,32
2025,4,Late,2025-12-12,17
2025,4,Mid,2025-12-12,22
2025,5,Early,2025-12-12,13
2025,5,Late,2025-12-12,8
2025,5,Mid,2025-12-12,10
2026,1,Early,2025-12-12,6221
2026,1,Late,2025-12-12,1411
2026,1,Mid,2025-12-12,2936
2026,2,Early,2025-12-12,710
2026,2,Late,2025-12-12,206
2026,2,Mid,2025-12-12,374
2026,3,Early,2025-12-12,118
2026,3,Late,2025-12-12,45
2026,3,Mid,2025-12-12,71
2026,4,Early,2025-12-12,30
2026,4,Late,2025-12-12,16
2026,4,Mid,2025-12-12,21
2025,1,Early,2025-12-19,6542
2025,1,Late,2025-12-19,1496
2025,1,Mid,2025-12-19,3106
2025,2,Early,2025-12-19,756
2025,2,Late,2025-12-19,222
2025,2,Mid,2025-12-19,400
2025,3,Early,2025-12-19,129
2025,3,Late,2025-12-19,51
2025,3,Mid,2025-12-19,78
2025,4,Early,2025-12-19,34
2025,4,Late,2025-12-19,18
2025,4,Mid,2025-12-19,24
2025,5,Early,2025-12-19,14
2025,5,Late,2025-12-19,8
2025,5,Mid,2025-12-19,11
2026,1,Early,2025-12-19,6106
2026,1,Late,2025-12-19,1394
2026,1,Mid,2025-12-19,2886
2026,2,Early,2025-12-19,706
2026,2,Late,2025-12-19,208
2026,2,Mid,2025-12-19,375
2026,3,Early,2025-12-19,121
2026,3,Late,2025-12-19,48
2026,3,Mid,2025-12-19,74
2026,4,Early,2025-12-19,32
2026,4,Late,2025-12-19,17
2026,4,Mid,2025-12-19,23
2025,1,Early,2025-12-26,6544
2025,1,Late,2025-12-26,1526
2025,1,Mid,2025-12-26,3139
2025,2,Early,2025-12-26,776
2025,2,Late,2025-12-26,230
2025,2,Mid,2025-12-26,413
2025,3,Early,2025-12-26,134
2025,3,Late,2025-12-26,52
2025,3,Mid,2025-12-26,81
2025,4,Early,2025-12-26,35
2025,4,Late,2025-12-26,19
2025,4,Mid,2025-12-26,25
2025,5,Early,2025-12-26,14
2025,5,Late,2025-12-26,8
2025,5,Mid,2025-12-26,11
2026,1,Early,2025-12-26,6110
2026,1,Late,2025-12-26,1422
2026,1,Mid,2025-12-26,2919
2026,2,Early,2025-12-26,726
2026,2,Late,2025-12-26,216
2026,2,Mid,2025-12-26,387
2026,3,Early,2025-12-26,126
2026,3,Late,2025-12-26,49
2026,3,Mid,2025-12-26,77
2026,4,Early,2025-12-26,33
2026,4,Late,2025-12-26,18
2026,4,Mid,2025-12-26,24
2026,1,Early,2026-01-02,6638
2026,1,Late,2026-01-02,1516
2026,1,Mid,2026-01-02,3154
2026,2,Early,2026-01-02,764
2026,2,Late,2026-01-02,222
2026,2,Mid,2026-01-02,403
2026,3,Early,2026-01-02,128
2026,3,Late,2026-01-02,50
2026,3,Mid,2026-01-02,78
2026,4,Early,2026-01-02,34
2026,4,Late,2026-01-02,18
2026,4,Mid,2026-01-02,24
2026,5,Early,2026-01-02,14
2026,5,Late,2026-01-02,8
2026,5,Mid,2026-01-02,11
2027,1,Early,2026-01-02,5219
2027,1,Late,2026-01-02,1189
2027,1,Mid,2026-01-02,2468
2027,2,Early,2026-01-02,601
2027,2,Late,2026-01-02,176
2027,2,Mid,2026-01-02,318
2027,3,Early,2026-01-02,102
2027,3,Late,2026-01-02,40
2027,3,Mid,2026-01-02,62
2027,4,Early,2026-01-02,27
2027,4,Late,2026-01-02,14
2027,4,Mid,2026-01-02,19
2026,1,Early,2026-01-09,6865
2026,1,Late,2026-01-09,1536
2026,1,Mid,2026-01-09,3234
2026,2,Early,2026-01-09,766
2026,2,Late,2026-01-09,220
2026,2,Mid,2026-01-09,401
2026,3,Early,2026-01-09,126
2026,3,Late,2026-01-09,48
2026,3,Mid,2026-01-09,76
2026,4,Early,2026-01-09,32
2026,4,Late,2026-01-09,16
2026,4,Mid,2026-01-09,22
2026,5,Early,2026-01-09,12
2026,5,Late,2026-01-09,8
2026,5,Mid,2026-01-09,10
2027,1,Early,2026-01-09,5399
2027,1,Late,2026-01-09,1204
2027,1,Mid,2026-01-09,2529
2027,2,Early,2026-01-09,602
2027,2,Late,2026-01-09,174
2027,2,Mid,2026-01-09,316
2027,3,Early,2026-01-09,100
2027,3,Late,2026-01-09,38
2027,3,Mid,2026-01-09,60
2027,4,Early,2026-01-09,26
2027,4,Late,2026-01-09,13
2027,4,Mid,2026-01-09,18
2026,1,Early,2026-01-16,6870
2026,1,Late,2026-01-16,1518
2026,1,Mid,2026-01-16,3219
2026,2,Early,2026-01-16,752
2026,2,Late,2026-01-16,213
2026,2,Mid,2026-01-16,391
2026,3,Early,2026-01-16,121
2026,3,Late,2026-01-16,46
2026,3,Mid,2026-01-16,72
2026,4,Early,2026-01-16,30
2026,4,Late,2026-01-16,16
2026,4,Mid,2026-01-16,21
2026,5,Early,2026-01-16,12
2026,5,Late,2026-01-16,8
2026,5,Mid,2026-01-16,10
2027,1,Early,2026-01-16,5402
2027,1,Late,2026-01-16,1190
2027,1,Mid,2026-01-16,2516
2027,2,Early,2026-01-16,591
2027,2,Late,2026-01-16,168
2027,2,Mid,2026-01-16,308
2027,3,Early,2026-01-16,96
2027,3,Late,2026-01-16,36
2027,3,Mid,2026-01-16,58
2027,4,Early,2026-01-16,24
2027,4,Late,2026-01-16,13
2027,4,Mid,2026-01-16,17
2026,1,Early,2026-01-23,6774
2026,1,Late,2026-01-23,1514
2026,1,Mid,2026-01-23,3187
2026,2,Early,2026-01-23,756
2026,2,Late,2026-01-23,218
2026,2,Mid,2026-01-23,396
2026,3,Early,2026-01-23,125
2026,3,Late,2026-01-23,48
2026,3,Mid,2026-01-23,76
2026,4,Early,2026-01-23,33
2026,4,Late,2026-01-23,18
2026,4,Mid,2026-01-23,23
2026,5,Early,2026-01-23,14
2026,5,Late,2026-01-23,8
2026,5,Mid,2026-01-23,11
2027,1,Early,2026-01-23,5326
2027,1,Late,2026-01-23,1187
2027,1,Mid,2026-01-23,2492
2027,2,Early,2026-01-23,594
2027,2,Late,2026-01-23,172
2027,2,Mid,2026-01-23,312
2027,3,Early,2026-01-23,99
2027,3,Late,2026-01-23,39
2027,3,Mid,2026-01-23,60
2027,4,Early,2026-01-23,26
2027,4,Late,2026-01-23,14
2027,4,Mid,2026-01-23,18
2026,1,Early,2026-01-30,6517
2026,1,Late,2026-01-30,1502
2026,1,Mid,2026-01-30,3102
2026,2,Early,2026-01-30,764
2026,2,Late,2026-01-30,228
2026,2,Mid,2026-01-30,407
2026,3,Early,2026-01-30,134
2026,3,Late,2026-01-30,53
2026,3,Mid,2026-01-30,82
2026,4,Early,2026-01-30,36
2026,4,Late,2026-01-30,19
2026,4,Mid,2026-01-30,25
2026,5,Early,2026-01-30,14
2026,5,Late,2026-01-30,10
2026,5,Mid,2026-01-30,12
2027,1,Early,2026-01-30,5122
2027,1,Late,2026-01-30,1179
2027,1,Mid,2026-01-30,2428
2027,2,Early,2026-01-30,601
2027,2,Late,2026-01-30,180
2027,2,Mid,2026-01-30,321
2027,3,Early,2026-01-30,106
2027,3,Late,2026-01-30,42
2027,3,Mid,2026-01-30,65
2027,4,Early,2026-01-30,29
2027,4,Late,2026-01-30,15
2027,4,Mid,2026-01-30,20
2026,1,Early,2026-02-06,5037
2026,1,Late,2026-02-06,3215
2026,1,Mid,2026-02-06,4010
2026,2,Early,2026-02-06,2604
2026,2,Late,2026-02-06,1756
2026,2,Mid,2026-02-06,2128
2026,3,Early,2026-02-06,1488
2026,3,Late,2026-02-06,1123
2026,3,Mid,2026-02-06,1293
2026,4,Early,2026-02-06,977
2026,4,Late,2026-02-06,752
2026,4,Mid,2026-02-06,855
2026,5,Early,2026-02-06,667
2026,5,Late,2026-02-06,530
2026,5,Mid,2026-02-06,594
2027,1,Early,2026-02-06,4021
2027,1,Late,2026-02-06,2568
2027,1,Mid,2026-02-06,3201
2027,2,Early,2026-02-06,2080
2027,2,Late,2026-02-06,1403
2027,2,Mid,2026-02-06,1700
2027,3,Early,2026-02-06,1190
2027,3,Late,2026-02-06,898
2027,3,Mid,2026-02-06,1034
2027,4,Early,2026-02-06,781
2027,4,Late,2026-02-06,602
2027,4,Mid,2026-02-06,684
2026,1,Early,2026-02-13,4948
2026,1,Late,2026-02-13,3188
2026,1,Mid,2026-02-13,3956
2026,2,Early,2026-02-13,2594
2026,2,Late,2026-02-13,1762
2026,2,Mid,2026-02-13,2128
2026,3,Early,2026-02-13,1495
2026,3,Late,2026-02-13,1135
2026,3,Mid,2026-02-13,1303
2026,4,Early,2026-02-13,991
2026,4,Late,2026-02-13,766
2026,4,Mid,2026-02-13,867
2026,5,Early,2026-02-13,682
2026,5,Late,2026-02-13,546
2026,5,Mid,2026-02-13,610
2027,1,Early,2026-02-13,3951
2027,1,Late,2026-02-13,2546
2027,1,Mid,2026-02-13,3159
2027,2,Early,2026-02-13,2071
2027,2,Late,2026-02-13,1408
2027,2,Mid,2026-02-13,1700
2027,3,Early,2026-02-13,1195
2027,3,Late,2026-02-13,907
2027,3,Mid,2026-02-13,1042
2027,4,Early,2026-02-13,792
2027,4,Late,2026-02-13,612
2027,4,Mid,2026-02-13,693
2026,1,Early,2026-02-20,4892
2026,1,Late,2026-02-20,3160
2026,1,Mid,2026-02-20,3916
2026,2,Early,2026-02-20,2574
2026,2,Late,2026-02-20,1755
2026,2,Mid,2026-02-20,2117
2026,3,Early,2026-02-20,1492
2026,3,Late,2026-02-20,1130
2026,3,Mid,2026-02-20,1295
2026,4,Early,2026-02-20,983
2026,4,Late,2026-02-20,756
2026,4,Mid,2026-02-20,858
2026,5,Early,2026-02-20,673
2026,5,Late,2026-02-20,538
2026,5,Mid,2026-02-20,602
2027,1,Early,2026-02-20,3906
2027,1,Late,2026-02-20,2523
2027,1,Mid,2026-02-20,3127
2027,2,Early,2026-02-20,2056
2027,2,Late,2026-02-20,1402
2027,2,Mid,2026-02-20,1691
2027,3,Early,2026-02-20,1193
2027,3,Late,2026-02-20,903
2027,3,Mid,2026-02-20,1035
2027,4,Early,2026-02-20,786
2027,4,Late,2026-02-20,605
2027,4,Mid,2026-02-20,686
2026,1,Early,2026-02-27,4894
2026,1,Late,2026-02-27,3158
2026,1,Mid,2026-02-27,3916
2026,2,Early,2026-02-27,2571
2026,2,Late,2026-02-27,1751
2026,2,Mid,2026-02-27,2114
2026,3,Early,2026-02-27,1488
2026,3,Late,2026-02-27,1125
2026,3,Mid,2026-02-27,1290
2026,4,Early,2026-02-27,978
2026,4,Late,2026-02-27,752
2026,4,Mid,2026-02-27,853
2026,5,Early,2026-02-27,669
2026,5,Late,2026-02-27,534
2026,5,Mid,2026-02-27,598
2027,1,Early,2026-02-27,3907
2027,1,Late,2026-02-27,2522
2027,1,Mid,2026-02-27,3127
2027,2,Early,2026-02-27,2054
2027,2,Late,2026-02-27,1399
2027,2,Mid,2026-02-27,1689
2027,3,Early,2026-02-27,1190
2027,3,Late,2026-02-27,899
2027,3,Mid,2026-02-27,1031
2027,4,Early,2026-02-27,782
2027,4,Late,2026-02-27,601
2027,4,Mid,2026-02-27,682
2026,1,Early,2026-05-01,6578
2026,1,Late,2026-05-01,1352
2026,1,Mid,2026-05-01,2964
2026,2,Early,2026-05-01,652
2026,2,Late,2026-05-01,178
2026,2,Mid,2026-05-01,332
2026,3,Early,2026-05-01,101
2026,3,Late,2026-05-01,38
2026,3,Mid,2026-05-01,60
2026,4,Early,2026-05-01,25
2026,4,Late,2026-05-01,14
2026,4,Mid,2026-05-01,18
2026,5,Early,2026-05-01,10
2026,5,Late,2026-05-01,7
2026,5,Mid,2026-05-01,8
2027,1,Early,2026-05-01,5163
2027,1,Late,2026-05-01,1058
2027,1,Mid,2026-05-01,2312
2027,2,Early,2026-05-01,512
2027,2,Late,2026-05-01,141
2027,2,Mid,2026-05-01,262
2027,3,Early,2026-05-01,80
2027,3,Late,2026-05-01,30
2027,3,Mid,2026-05-01,48
2027,4,Early,2026-05-01,20
2027,4,Late,2026-05-01,11
2027,4,Mid,2026-05-01,14
2026,1,Early,2026-05-08,6550
2026,1,Late,2026-05-08,1359
2026,1,Mid,2026-05-08,2966
2026,2,Early,2026-05-08,659
2026,2,Late,2026-05-08,182
2026,2,Mid,2026-05-08,337
2026,3,Early,2026-05-08,103
2026,3,Late,2026-05-08,38
2026,3,Mid,2026-05-08,61
2026,4,Early,2026-05-08,26
2026,4,Late,2026-05-08,14
2026,4,Mid,2026-05-08,18
2026,5,Early,2026-05-08,11
2026,5,Late,2026-05-08,7
2026,5,Mid,2026-05-08,8
2027,1,Early,2026-05-08,5141
2027,1,Late,2026-05-08,1064
2027,1,Mid,2026-05-08,2314
2027,2,Early,2026-05-08,517
2027,2,Late,2026-05-08,143
2027,2,Mid,2026-05-08,265
2027,3,Early,2026-05-08,81
2027,3,Late,2026-05-08,31
2027,3,Mid,2026-05-08,49
2027,4,Early,2026-05-08,21
2027,4,Late,2026-05-08,11
2027,4,Mid,2026-05-08,15
2026,1,Early,2026-05-15,6467
2026,1,Late,2026-05-15,1362
2026,1,Mid,2026-05-15,2946
2026,2,Early,2026-05-15,665
2026,2,Late,2026-05-15,185
2026,2,Mid,2026-05-15,342
2026,3,Early,2026-05-15,105
2026,3,Late,2026-05-15,40
2026,3,Mid,2026-05-15,63
2026,4,Early,2026-05-15,27
2026,4,Late,2026-05-15,14
2026,4,Mid,2026-05-15,19
2026,5,Early,2026-05-15,11
2026,5,Late,2026-05-15,7
2026,5,Mid,2026-05-15,9
2027,1,Early,2026-05-15,5075
2027,1,Late,2026-05-15,1066
2027,1,Mid,2026-05-15,2300
2027,2,Early,2026-05-15,522
2027,2,Late,2026-05-15,146
2027,2,Mid,2026-05-15,269
2027,3,Early,2026-05-15,83
2027,3,Late,2026-05-15,32
2027,3,Mid,2026-05-15,50
2027,4,Early,2026-05-15,22
2027,4,Late,2026-05-15,11
2027,4,Mid,2026-05-15,15
2026,1,Early,2026-05-22,6443
2026,1,Late,2026-05-22,1354
2026,1,Mid,2026-05-22,2932
2026,2,Early,2026-05-22,660
2026,2,Late,2026-05-22,184
2026,2,Mid,2026-05-22,340
2026,3,Early,2026-05-22,105
2026,3,Late,2026-05-22,40
2026,3,Mid,2026-05-22,63
2026,4,Early,2026-05-22,27
2026,4,Late,2026-05-22,14
2026,4,Mid,2026-05-22,19
2026,5,Early,2026-05-22,11
2026,5,Late,2026-05-22,7
2026,5,Mid,2026-05-22,8
2027,1,Early,2026-05-22,5057
2027,1,Late,2026-05-22,1060
2027,1,Mid,2026-05-22,2288
2027,2,Early,2026-05-22,519
2027,2,Late,2026-05-22,145
2027,2,Mid,2026-05-22,268
2027,3,Early,2026-05-22,83
2027,3,Late,2026-05-22,32
2027,3,Mid,2026-05-22,50
2027,4,Early,2026-05-22,22
2027,4,Late,2026-05-22,11
2027,4,Mid,2026-05-22,15
2026,1,Early,2026-05-29,6572
2026,1,Late,2026-05-29,1362
2026,1,Mid,2026-05-29,2973
2026,2,Early,2026-05-29,660
2026,2,Late,2026-05-29,182
2026,2,Mid,2026-05-29,338
2026,3,Early,2026-05-29,103
2026,3,Late,2026-05-29,38
2026,3,Mid,2026-05-29,62
2026,4,Early,2026-05-29,26
2026,4,Late,2026-05-29,14
2026,4,Mid,2026-05-29,18
2026,5,Early,2026-05-29,10
2026,5,Late,2026-05-29,6
2026,5,Mid,2026-05-29,8
2027,1,Early,2026-05-29,5158
2027,1,Late,2026-05-29,1066
2027,1,Mid,2026-05-29,2319
2027,2,Early,2026-05-29,518
2027,2,Late,2026-05-29,144
2027,2,Mid,2026-05-29,266
2027,3,Early,2026-05-29,82
2027,3,Late,2026-05-29,31
2027,3,Mid,2026-05-29,49
2027,4,Early,2026-05-29,21
2027,4,Late,2026-05-29,11
2027,4,Mid,2026-05-29,15
2026,1,Early,2026-06-05,6554
2026,1,Late,2026-06-05,1358
2026,1,Mid,2026-06-05,2963
2026,2,Early,2026-06-05,658
2026,2,Late,2026-06-05,182
2026,2,Mid,2026-06-05,336
2026,3,Early,2026-06-05,103
2026,3,Late,2026-06-05,38
2026,3,Mid,2026-06-05,61
2026,4,Early,2026-06-05,26
2026,4,Late,2026-06-05,14
2026,4,Mid,2026-06-05,18
2026,5,Early,2026-06-05,10
2026,5,Late,2026-06-05,7
2026,5,Mid,2026-06-05,8
2027,1,Early,2026-06-05,5143
2027,1,Late,2026-06-05,1063
2027,1,Mid,2026-06-05,2311
2027,2,Early,2026-06-05,517
2027,2,Late,2026-06-05,143
2027,2,Mid,2026-06-05,265
2027,3,Early,2026-06-05,81
2027,3,Late,2026-06-05,31
2027,3,Mid,2026-06-05,49
2027,4,Early,2026-06-05,21
2027,4,Late,2026-06-05,11
2027,4,Mid,2026-06-05,15
2026,1,Early,2026-06-12,6636
2026,1,Late,2026-06-12,1349
2026,1,Mid,2026-06-12,2972
2026,2,Early,2026-06-12,648
2026,2,Late,2026-06-12,177
2026,2,Mid,2026-06-12,330
2026,3,Early,2026-06-12,100
2026,3,Late,2026-06-12,38
2026,3,Mid,2026-06-12,59
2026,4,Early,2026-06-12,25
2026,4,Late,2026-06-12,14
2026,4,Mid,2026-06-12,18
2026,5,Early,2026-06-12,10
2026,5,Late,2026-06-12,6
2026,5,Mid,2026-06-12,8
2027,1,Early,2026-06-12,5206
2027,1,Late,2026-06-12,1055
2027,1,Mid,2026-06-12,2317
2027,2,Early,2026-06-12,509
2027,2,Late,2026-06-12,139
2027,2,Mid,2026-06-12,259
2027,3,Early,2026-06-12,79
2027,3,Late,2026-06-12,30
2027,3,Mid,2026-06-12,47
2027,4,Early,2026-06-12,20
2027,4,Late,2026-06-12,10
2027,4,Mid,2026-06-12,14
2026,1,Early,2026-06-19,6656
2026,1,Late,2026-06-19,1340
2026,1,Mid,2026-06-19,2968
2026,2,Early,2026-06-19,640
2026,2,Late,2026-06-19,173
2026,2,Mid,2026-06-19,324
2026,3,Early,2026-06-19,97
2026,3,Late,2026-06-19,36
2026,3,Mid,2026-06-19,58
2026,4,Early,2026-06-19,24
2026,4,Late,2026-06-19,13
2026,4,Mid,2026-06-19,17
2026,5,Early,2026-06-19,10
2026,5,Late,2026-06-19,6
2026,5,Mid,2026-06-19,8
2027,1,Early,2026-06-19,5221
2027,1,Late,2026-06-19,1048
2027,1,Mid,2026-06-19,2313
2027,2,Early,2026-06-19,503
2027,2,Late,2026-06-19,136
2027,2,Mid,2026-06-19,255
2027,3,Early,2026-06-19,77
2027,3,Late,2026-06-19,29
2027,3,Mid,2026-06-19,46
2027,4,Early,2026-06-19,19
2027,4,Late,2026-06-19,10
2027,4,Mid,2026-06-19,14
2026,1,Early,2026-06-26,6628
2026,1,Late,2026-06-26,1344
2026,1,Mid,2026-06-26,2967
2026,2,Early,2026-06-26,645
2026,2,Late,2026-06-26,175
2026,2,Mid,2026-06-26,327
2026,3,Early,2026-06-26,99
2026,3,Late,2026-06-26,36
2026,3,Mid,2026-06-26,58
2026,4,Early,2026-06-26,24
2026,4,Late,2026-06-26,13
2026,4,Mid,2026-06-26,17
2026,5,Early,2026-06-26,10
2026,5,Late,2026-06-26,6
2026,5,Mid,2026-06-26,8
2027,1,Early,2026-06-26,5200
2027,1,Late,2026-06-26,1052
2027,1,Mid,2026-06-26,2313
2027,2,Early,2026-06-26,506
2027,2,Late,2026-06-26,138
2027,2,Mid,2026-06-26,257
2027,3,Early,2026-06-26,78
2027,3,Late,2026-06-26,29
2027,3,Mid,2026-06-26,46
2027,4,Early,2026-06-26,19
2027,4,Late,2026-06-26,10
2027,4,Mid,2026-06-26,14
2026,1,Early,2026-07-03,6684
2026,1,Late,2026-07-03,1341
2026,1,Mid,2026-07-03,2978
2026,2,Early,2026-07-03,640
2026,2,Late,2026-07-03,172
2026,2,Mid,2026-07-03,323
2026,3,Early,2026-07-03,96
